0.849,0.746,0.642,0.539,0.435,0.331,0.228,0.124,0.028,-0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.939,0.836,0.732,0.629,0.525,0.422,0.318,0.215,0.108,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.804,0.701,0.597,0.494,0.39,0.286,0.183,0.079,-0.012,-0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.984,0.881,0.777,0.674,0.57,0.467,0.363,0.26,0.148,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.894,0.791,0.687,0.584,0.48,0.377,0.273,0.169,0.068,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.939,0.925,0.912,0.898,0.884,0.871,0.857,0.843,0.83,0.816,0.802,0.788,0.775,0.761,0.747,0.734,0.72,0.706,0.693,0.679,0.665,0.651,0.638,0.624,0.61,0.597,0.583,0.569,0.556,0.542,0.528,0.514,0.501,0.487,0.473,0.46,0.446,0.432,0.419,0.405,0.391,0.378,0.364,0.35,0.336,0.323,0.309,0.295,0.282,0.268,0.254,0.241,0.227,0.213,0.199,0.186,0.172,0.158,0.145,0.131,0.117,0.104,0.09,0.076,0.063
1.029,1.016,1.002,0.988,0.974,0.961,0.947,0.933,0.92,0.906,0.892,0.879,0.865,0.851,0.837,0.824,0.81,0.796,0.783,0.769,0.755,0.742,0.728,0.714,0.701,0.687,0.673,0.659,0.646,0.632,0.618,0.605,0.591,0.577,0.564,0.55,0.536,0.522,0.509,0.495,0.481,0.468,0.454,0.44,0.427,0.413,0.399,0.385,0.372,0.358,0.344,0.331,0.317,0.303,0.29,0.276,0.262,0.249,0.235,0.221,0.207,0.194,0.18,0.166,0.153
0.894,0.88,0.867,0.853,0.839,0.826,0.812,0.798,0.784,0.771,0.757,0.743,0.73,0.716,0.702,0.689,0.675,0.661,0.647,0.634,0.62,0.606,0.593,0.579,0.565,0.552,0.538,0.524,0.511,0.497,0.483,0.469,0.456,0.442,0.428,0.415,0.401,0.387,0.374,0.36,0.346,0.332,0.319,0.305,0.291,0.278,0.264,0.25,0.237,0.223,0.209,0.195,0.182,0.168,0.154,0.141,0.127,0.113,0.1,0.086,0.072,0.059,0.045,0.031,0.017
1.074,1.061,1.047,1.033,1.02,1.006,0.992,0.978,0.965,0.951,0.937,0.924,0.91,0.896,0.883,0.869,0.855,0.841,0.828,0.814,0.8,0.787,0.773,0.759,0.746,0.732,0.718,0.704,0.691,0.677,0.663,0.65,0.636,0.622,0.609,0.595,0.581,0.568,0.554,0.54,0.526,0.513,0.499,0.485,0.472,0.458,0.444,0.431,0.417,0.403,0.389,0.376,0.362,0.348,0.335,0.321,0.307,0.294,0.28,0.266,0.252,0.239,0.225,0.211,0.198
0.984,0.97,0.957,0.943,0.929,0.916,0.902,0.888,0.875,0.861,0.847,0.833,0.82,0.806,0.792,0.779,0.765,0.751,0.738,0.724,0.71,0.697,0.683,0.669,0.655,0.642,0.628,0.614,0.601,0.587,0.573,0.56,0.546,0.532,0.518,0.505,0.491,0.477,0.464,0.45,0.436,0.423,0.409,0.395,0.382,0.368,0.354,0.34,0.327,0.313,0.299,0.286,0.272,0.258,0.245,0.231,0.217,0.203,0.19,0.176,0.162,0.149,0.135,0.121,0.108
0.942,0.932,0.922,0.912,0.901,0.891,0.881,0.87,0.86,0.85,0.839,0.829,0.819,0.808,0.798,0.788,0.777,0.767,0.757,0.746,0.736,0.726,0.716,0.705,0.695,0.685,0.674,0.664,0.654,0.643,0.633,0.623,0.612,0.602,0.592,0.581,0.571,0.561,0.55,0.54,0.53,0.52,0.509,0.499,0.489,0.478,0.468,0.458,0.447,0.437,0.427,0.416,0.406,0.396,0.385,0.375,0.365,0.354,0.344,0.334,0.324,0.313,0.303,0.293,0.282
1.033,1.022,1.012,1.002,0.991,0.981,0.971,0.96,0.95,0.94,0.929,0.919,0.909,0.899,0.888,0.878,0.868,0.857,0.847,0.837,0.826,0.816,0.806,0.795,0.785,0.775,0.764,0.754,0.744,0.733,0.723,0.713,0.702,0.692,0.682,0.672,0.661,0.651,0.641,0.63,0.62,0.61,0.599,0.589,0.579,0.568,0.558,0.548,0.537,0.527,0.517,0.506,0.496,0.486,0.476,0.465,0.455,0.445,0.434,0.424,0.414,0.403,0.393,0.383,0.372
0.897,0.887,0.877,0.866,0.856,0.846,0.836,0.825,0.815,0.805,0.794,0.784,0.774,0.763,0.753,0.743,0.732,0.722,0.712,0.701,0.691,0.681,0.67,0.66,0.65,0.64,0.629,0.619,0.609,0.598,0.588,0.578,0.567,0.557,0.547,0.536,0.526,0.516,0.505,0.495,0.485,0.474,0.464,0.454,0.444,0.433,0.423,0.413,0.402,0.392,0.382,0.371,0.361,0.351,0.34,0.33,0.32,0.309,0.299,0.289,0.278,0.268,0.258,0.247,0.237
1.078,1.067,1.057,1.047,1.036,1.026,1.016,1.005,0.995,0.985,0.975,0.964,0.954,0.944,0.933,0.923,0.913,0.902,0.892,0.882,0.871,0.861,0.851,0.84,0.83,0.82,0.809,0.799,0.789,0.779,0.768,0.758,0.748,0.737,0.727,0.717,0.706,0.696,0.686,0.675,0.665,0.655,0.644,0.634,0.624,0.613,0.603,0.593,0.583,0.572,0.562,0.552,0.541,0.531,0.521,0.51,0.5,0.49,0.479,0.469,0.459,0.448,0.438,0.428,0.417
0.988,0.977,0.967,0.957,0.946,0.936,0.926,0.915,0.905,0.895,0.884,0.874,0.864,0.853,0.843,0.833,0.822,0.812,0.802,0.792,0.781,0.771,0.761,0.75,0.74,0.73,0.719,0.709,0.699,0.688,0.678,0.668,0.657,0.647,0.637,0.626,0.616,0.606,0.596,0.585,0.575,0.565,0.554,0.544,0.534,0.523,0.513,0.503,0.492,0.482,0.472,0.461,0.451,0.441,0.43,0.42,0.41,0.4,0.389,0.379,0.369,0.358,0.348,0.338,0.327
0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953
1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043,1.043
0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908,0.908
1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088
0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998
